Incident ID,Incident Date,State,State Code,City Or County,Address,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations
3049957,2024-10-17T00:00:00Z,Louisiana,22,Lafayette,Marie Antoinette St and Stuart St,Lafayette High School  (New Building Site),0,1,0,0,0,N/A
3050248,2024-10-17T00:00:00Z,Ohio,39,Lorain,2515 Marshall Ave,Frank Jacinto Elementary School,0,0,0,0,0,N/A
3050102,2024-10-17T00:00:00Z,Kentucky,21,Louisville,3000 Dundee Rd,Atherton High School,0,1,0,0,0,N/A
3049194,2024-10-16T00:00:00Z,Tennessee,47,Antioch,1900 Hobson Pike,Antioch High School,0,0,0,0,1,N/A
3048736,2024-10-16T00:00:00Z,North Carolina,37,Raleigh,Thurman Dr and Varsity Dr,North Carolina State University,0,0,0,0,1,N/A
3049683,2024-10-16T00:00:00Z,Georgia,13,Grovetown,2010 Warrior Way,Grovetown High School,0,0,0,0,1,N/A
3048104,2024-10-15T00:00:00Z,Alabama,1,Huntsville,2304 Billie Watkins St SW,Huntsville High School,0,0,0,0,0,N/A
3048837,2024-10-15T00:00:00Z,California,6,Victorville,18422 Bear Valley Rd,Victor Valley College,0,0,0,0,1,N/A
3048771,2024-10-15T00:00:00Z,Virginia,51,Virginia Beach,1700 Dahlia Dr,Green Run High School,0,0,0,0,1,N/A
3048245,2024-10-15T00:00:00Z,Maryland,24,Ellicott City,8700 Old Annapolis Rd,Howard High School,0,0,0,0,1,N/A
3048557,2024-10-15T00:00:00Z,Washington,53,Spokane,4106 N Cook St,Shaw Middle School,0,0,0,0,1,N/A
3047242,2024-10-14T00:00:00Z,South Carolina,45,Mount Pleasant,1560 Mathis Ferry Rd,Lucy Beckham High School,0,0,0,0,1,N/A
3049685,2024-10-14T00:00:00Z,South Carolina,45,Walterboro,165 Academy Rd,Colleton Preparatory Academy,0,0,0,0,1,N/A
3048039,2024-10-14T00:00:00Z,Virginia,51,Colonial Heights,E River Rd,Virginia State University,0,0,0,0,0,N/A
3048585,2024-10-14T00:00:00Z,California,6,Santa Monica,1660 Stewart St,Santa Monica College Center for Media and Design,1,0,1,0,0,N/A
3047595,2024-10-12T00:00:00Z,Louisiana,22,Baton Rouge,101 Gateway Center Ln,Wendy's in Gateway Center,0,0,0,0,0,N/A
3049141,2024-10-12T00:00:00Z,Michigan,26,Pontiac,N/A,N/A,0,0,0,0,1,N/A
3047597,2024-10-12T00:00:00Z,Louisiana,22,Baton Rouge,Aster St and Spruce Dr,LSU Aster Street North Lot,0,0,0,0,1,N/A
3046682,2024-10-12T00:00:00Z,Texas,48,Wichita Falls,3410 Taft Blvd,Midwestern State University,0,0,0,0,1,N/A
3046274,2024-10-12T00:00:00Z,Indiana,18,South Bend,Titan Dr,River Crossing Campus Apartments,0,1,0,0,0,N/A
3045935,2024-10-11T00:00:00Z,Tennessee,47,Ooltewah,6123 Mountain View Rd,Ooltewah High School,0,0,0,0,1,N/A
3045179,2024-10-11T00:00:00Z,Louisiana,22,Zachary,4100 School St,Zachary High School,0,0,0,0,1,N/A
3045134,2024-10-11T00:00:00Z,North Carolina,37,Laurel Hill,11340 Old Wire Rd,Laurel Hill Elementary School,0,0,0,0,0,N/A
3045566,2024-10-11T00:00:00Z,Ohio,39,Cleveland (Cleveland Heights),13263 Cedar Rd,Cleveland Heights High School,0,0,0,0,1,N/A
3045513,2024-10-11T00:00:00Z,Virginia,51,Richmond (North Chesterfield),4901 Cogbill Rd,Meadowbrook High School,0,0,0,0,1,N/A
3044942,2024-10-10T00:00:00Z,Ohio,39,Cleveland (Cleveland Heights),13263 Cedar Rd,Cleveland Heights High School,0,0,0,0,1,N/A
3044807,2024-10-10T00:00:00Z,Illinois,17,Chicago,4837 W Erie St,Nash Elementary School,0,0,0,0,0,N/A
3048672,2024-10-10T00:00:00Z,Idaho,16,Caldwell,3401 S Indiana Ave,Caldwell Senior High School,0,0,0,0,1,N/A
3045022,2024-10-10T00:00:00Z,Mississippi,28,Petal,203 E Central Ave,Petal Middle School,0,0,0,0,1,N/A
3043732,2024-10-08T00:00:00Z,New Mexico,35,Albuquerque,10800 Dennis Chavez Blvd SW,Atrisco Heritage Academy High School,0,0,0,0,1,N/A
3043605,2024-10-08T00:00:00Z,Texas,48,Crandall,13385 FM 3039,Crandall High School,0,0,0,0,1,N/A
3045415,2024-10-07T00:00:00Z,Ohio,39,Cleveland (Cleveland Heights),13263 Cedar Rd,Cleveland Heights High School,0,0,0,0,1,N/A
3043190,2024-10-07T00:00:00Z,Oklahoma,40,Oklahoma City,9201 SW 59th St E,Prairie View Elementary School,0,0,0,0,0,N/A
3041305,2024-10-05T00:00:00Z,Alabama,1,Montgomery,915 S Jackson St,Alabama State University,0,0,0,0,2,N/A
3041977,2024-10-05T00:00:00Z,Indiana,18,Indianapolis,3360 W 30th St,Cardinal Ritter High School Football Field,0,2,0,0,0,N/A
3043114,2024-10-04T00:00:00Z,North Carolina,37,Winston Salem (Winston-salem),3545 Carver School Rd,Carver High School,0,0,0,0,1,N/A
3040834,2024-10-04T00:00:00Z,Florida,12,Rockledge,220 Rockledge Ave,Rockledge High School,0,0,0,0,3,N/A
3041144,2024-10-04T00:00:00Z,Texas,48,Weslaco,784 N Westgate Dr,"Bobby Lackey Stadium, Weslaco High School",0,0,0,0,1,N/A
3039796,2024-10-03T00:00:00Z,Nevada,32,North Las Vegas,3500 W Gilmore Ave,Theron L. Swainston Middle School,0,0,0,0,1,N/A
3039688,2024-10-03T00:00:00Z,Michigan,26,Eastpointe,15501 Couzens Ave,Eastpointe High School,0,0,0,0,1,N/A
3040286,2024-10-03T00:00:00Z,North Carolina,37,Garner,8228 Hebron Church Rd,South Garner High School,0,0,0,0,1,N/A
3039845,2024-10-03T00:00:00Z,Texas,48,Palestine,1600 TX-256 Loop,Palestine High School,0,0,0,0,0,N/A
3038999,2024-10-02T00:00:00Z,Mississippi,28,Columbus,215 Hemlock St,Columbus High School,0,0,0,0,1,N/A
3041649,2024-10-02T00:00:00Z,California,6,Petaluma,680 Sonoma Mountain Pkwy,Santa Rosa Junior College,0,0,0,0,0,N/A
3039075,2024-10-02T00:00:00Z,Idaho,16,Hagerman,150 E Lake St W,Hagerman Jr/Sr High School,0,0,0,0,1,N/A
3038740,2024-10-01T00:00:00Z,Louisiana,22,Saint Francisville,8604 US-61,West Feliciana High School,0,0,0,0,2,N/A
3039369,2024-10-01T00:00:00Z,Massachusetts,25,Brockton,470 Forest Ave,Brockton High School,0,0,0,0,1,N/A
3038610,2024-10-01T00:00:00Z,New Mexico,35,Albuquerque,7801 Candelaria Rd NE,Sandia High School,0,0,0,0,0,N/A
3039873,2024-10-01T00:00:00Z,Texas,48,Waco,2020 N 42nd St,Waco High School,0,0,0,0,1,N/A
3038321,2024-10-01T00:00:00Z,Illinois,17,Ottawa,211 E Main St,Ottawa Township High School,0,0,0,0,1,N/A
3039547,2024-09-30T00:00:00Z,North Carolina,37,Eden,134 N Pierce St,Morehead High School,0,0,0,0,1,N/A
3037320,2024-09-30T00:00:00Z,Texas,48,Abilene,4134 Beltway S,Wylie West Junior High School,0,0,0,0,1,N/A
3037016,2024-09-30T00:00:00Z,Texas,48,Harlingen,125 S 13th St,Vernon Middle School,0,0,0,0,1,N/A
3039367,2024-09-30T00:00:00Z,Virginia,51,Stafford,1700 Courthouse Rd,Brooke Point High School,0,0,0,0,1,N/A
3037747,2024-09-30T00:00:00Z,Arizona,4,Prescott Valley,8556 E Loos Dr,Acorn Montessori School,0,0,0,0,1,N/A
3038151,2024-09-29T00:00:00Z,Kentucky,21,Louisville,5901 Greenwood Rd,Pleasure Ridge Park High School,0,0,0,0,1,N/A
3036830,2024-09-29T00:00:00Z,Kentucky,21,Louisville,5901 Greenwood Rd,Pleasure Ridge Park High School,1,1,0,0,0,N/A
3036411,2024-09-28T00:00:00Z,New York,36,Buffalo,Rockwell Rd and Rees St,SUNY Buffalo State U Parking Lot R-15,0,0,0,0,0,N/A
3036145,2024-09-27T00:00:00Z,New York,36,Brooklyn,985 Rockaway Ave,Metropolitan Diploma Plus High School,0,0,0,0,0,N/A
3035183,2024-09-27T00:00:00Z,Louisiana,22,Lafayette,320 Devalcourt St,South Louisiana Community College and the Early College Academy,0,0,0,0,1,N/A
3038474,2024-09-27T00:00:00Z,Texas,48,El Paso,5400 Sun Valley Dr,Andress High School,0,0,0,0,1,N/A
3035721,2024-09-27T00:00:00Z,Wisconsin,55,Milwaukee,330 Glenview Ave,Wisconsin Lutheran High School,0,1,0,0,0,N/A
3034650,2024-09-26T00:00:00Z,New York,36,Brooklyn,985 Rockaway Ave,Metropolitan Diploma Plus High School,0,0,0,0,2,N/A
3034963,2024-09-26T00:00:00Z,Idaho,16,Pocatello,1800 Bench Rd,Highland High School,0,0,0,0,0,N/A
3034978,2024-09-26T00:00:00Z,Wyoming,56,Rock Springs,1375 James Dr,Rock Springs High School,0,0,0,0,1,N/A
3045559,2024-09-26T00:00:00Z,New Mexico,35,Los Lunas,32 Sun Valley Rd,Century High School,0,0,0,0,1,N/A
3035612,2024-09-25T00:00:00Z,Minnesota,27,Minneapolis (Brooklyn Park),7300 Brooklyn Blvd,Park Center High School,0,0,0,0,1,N/A
3039674,2024-09-25T00:00:00Z,Michigan,26,Mackinaw City,609 W Central Ave,Mackinaw City Public Schools,0,0,0,0,0,N/A
3034653,2024-09-25T00:00:00Z,Georgia,13,Newnan,190 Lagrange St,Newnan High School,0,0,0,0,1,N/A
3033809,2024-09-25T00:00:00Z,Washington,53,Kennewick,600 N. Arthur St,Kamiakin High School,0,0,0,0,0,N/A
3034542,2024-09-25T00:00:00Z,Louisiana,22,Loranger,19404 Hiatt Rd,Loranger High School,0,0,0,0,1,N/A
3034357,2024-09-25T00:00:00Z,New York,36,Brooklyn,956 E 82nd St,I.S. 068 Isaac Bildersee,0,2,0,0,0,N/A
3035770,2024-09-25T00:00:00Z,Washington,53,Kent (Covington),25800 164th Ave SE,Kentwood High School,0,0,0,0,1,N/A
3034261,2024-09-25T00:00:00Z,Pennsylvania,42,Williamsport,2990 W 4th St,WILLIAMSPORT AREA HIGH SCHOOL,0,0,0,0,1,N/A
3034905,2024-09-25T00:00:00Z,Tennessee,47,Maryville,131 S Old Glory Rd,Mary Blount Elementary School,0,0,0,0,1,N/A
3034921,2024-09-25T00:00:00Z,Tennessee,47,Memphis,1363 E Person Ave,Hamilton High School,0,0,0,0,1,N/A
3033131,2024-09-24T00:00:00Z,Delaware,10,New Castle,713 E Basin Rd,William Penn High School,0,0,0,0,1,N/A
3033272,2024-09-24T00:00:00Z,North Carolina,37,Charlotte,4000 Gallant Ln,Kennedy Middle School,0,0,0,0,1,N/A
3033231,2024-09-24T00:00:00Z,Illinois,17,Highland Park,700 block of Red Oak Ln,North Shore Academy,0,0,0,0,1,N/A
3034561,2024-09-24T00:00:00Z,North Carolina,37,Warsaw,158 Lanefield Rd,Warsaw Elementary School,0,0,0,0,0,N/A
3033601,2024-09-24T00:00:00Z,New York,36,Brooklyn,6565 Flatlands Ave,South Shore High School,0,1,0,0,0,N/A
3034226,2024-09-24T00:00:00Z,Washington,53,Camas,5220 NW Parker St,Skyridge Middle School,0,0,0,0,0,N/A
3032410,2024-09-23T00:00:00Z,Alabama,1,Albertville,402 E McCord Ave,Albertville High School,0,0,0,0,1,N/A
3032279,2024-09-23T00:00:00Z,Tennessee,47,Cordova,8601 Chimneyrock Blvd,Chimneyrock Elementary School,0,0,0,0,1,N/A
3032019,2024-09-23T00:00:00Z,Maryland,24,Hyattsville (Landover Hills),5211 Flintridge Dr,Ellen Ochoa Middle School,0,0,0,0,1,N/A
3031797,2024-09-23T00:00:00Z,Kansas,20,Wichita,2101 W 45th St S,Cessna Elementary School,0,1,0,1,1,N/A
3032802,2024-09-23T00:00:00Z,Florida,12,Jacksonville,4412 Barnes Rd S,Englewood High School,0,0,0,0,1,N/A
3031860,2024-09-22T00:00:00Z,Arizona,4,Tucson,910 E 5th St,University of Arizona,1,0,0,0,1,N/A
3032628,2024-09-22T00:00:00Z,New York,36,Batavia,8170 Batavia Stafford Townline Rd,Genesee Community College,0,0,0,0,1,N/A
3031418,2024-09-21T00:00:00Z,Texas,48,Marble Falls,2101 Mustang Dr,Marble Falls High School,0,1,0,0,0,N/A
3032165,2024-09-21T00:00:00Z,South Dakota,46,Sioux Falls,2900 S Cliff Ave,Lincoln High School,0,0,0,0,1,N/A
3030406,2024-09-20T00:00:00Z,Oregon,41,Gresham,1200 N Main Ave,Gresham High School,0,0,0,0,1,N/A
3032954,2024-09-20T00:00:00Z,New Mexico,35,Albuquerque,1240 Bellamah Ave NW,ACE Leadership High School,0,0,0,0,2,N/A
3029512,2024-09-20T00:00:00Z,West Virginia,54,Miami,5118 Cabin Creek Rd,Sharon Dawes Elementary School,0,0,0,0,1,N/A
3030257,2024-09-20T00:00:00Z,New York,36,New York (Manhattan),6 Edgecombe Ave,Percy E. Sutton Educational Campus,0,0,0,0,1,N/A
3035245,2024-09-20T00:00:00Z,Ohio,39,Cincinnati,1620 W Galbraith Rd,Bruce Baarendse Memorial Stadium,0,1,0,0,0,N/A
3034036,2024-09-20T00:00:00Z,Louisiana,22,Deridder,723 Oneal St,DeRidder Football Field,0,1,0,0,1,N/A
3029118,2024-09-20T00:00:00Z,Louisiana,22,Youngsville,312 Almonaster Rd,Southside High,0,0,0,0,1,N/A
3030037,2024-09-20T00:00:00Z,California,6,Stockton,2050 West Ln,Aspire Langston Hughes,0,0,0,0,1,N/A
3034186,2024-09-19T00:00:00Z,Tennessee,47,Nashville,904 26th Ave N,Pearl Cohn High School,0,0,0,0,0,N/A
3028309,2024-09-19T00:00:00Z,Florida,12,Sebring,3514 Kenilworth Blvd,Sebring High School,0,0,0,0,1,N/A
3028681,2024-09-19T00:00:00Z,South Dakota,46,Sturgis,1121 Ballpark Rd,Sturgis Elementary School,0,0,0,0,1,N/A
3030081,2024-09-19T00:00:00Z,Florida,12,Palm Beach Gardens (Riviera Beach),1901 Ave S,John F. Kennedy Middle School,0,0,0,0,1,N/A
3032176,2024-09-19T00:00:00Z,South Dakota,46,Sturgis,1121 Ballpark Rd,Sturgis Elementary School,0,0,0,0,1,N/A
3029348,2024-09-19T00:00:00Z,Texas,48,San Antonio,600 N Ellison Dr,John Paul Stevens High School,0,0,0,0,1,N/A
3029797,2024-09-19T00:00:00Z,Texas,48,Houston,5051 Bellfort Ave,Bastian Elementary School,0,0,0,0,1,N/A
3029261,2024-09-19T00:00:00Z,New York,36,Corona (Queens),35-01 Union St,Flushing High School,0,0,0,0,2,N/A
3028272,2024-09-19T00:00:00Z,Georgia,13,Atlanta,Avenue Pl,Emory Atlanta Campus,0,0,0,0,0,N/A
3037826,2024-09-19T00:00:00Z,Louisiana,22,Monroe,2900 block of Renwick St,N/A,0,0,0,0,1,N/A
3027566,2024-09-18T00:00:00Z,Maryland,24,Waldorf,2040 St Thomas Dr,Benjamin Stoddert Middle School,0,0,0,0,0,N/A
3029708,2024-09-18T00:00:00Z,Ohio,39,Columbus,N High St,Ohio State University,0,0,0,0,0,N/A
3027867,2024-09-18T00:00:00Z,Indiana,18,Fort Wayne,1030 Swinney Ave,FWCS Amp Lab at Electric Works,0,0,0,0,1,N/A
3027589,2024-09-18T00:00:00Z,Texas,48,Bryan,3450 Campus Dr,Bryan High School,0,0,0,0,1,N/A
3027865,2024-09-18T00:00:00Z,New York,36,Staten Island,105 Hamilton Ave,Curtis High School,0,0,0,0,1,N/A
3027439,2024-09-18T00:00:00Z,Louisiana,22,Denham Springs,8444 Cecil Dr,Live Oak Middle School,0,0,0,0,1,N/A
3027897,2024-09-17T00:00:00Z,Ohio,39,Dayton (Huber Heights),5400 Chambersburg Rd,Wayne High School,0,0,0,0,1,N/A
3027879,2024-09-17T00:00:00Z,Kentucky,21,Smithland,750 US-60,Livingston Central High School,0,0,0,0,0,N/A
3027892,2024-09-17T00:00:00Z,Kentucky,21,Mount Sterling,3570 Indian Mound Dr,McNabb Middle School,0,0,0,0,1,N/A
3027743,2024-09-17T00:00:00Z,Minnesota,27,Saint Paul,1495 Rice St,Washington Technology Magnet School,0,1,0,0,1,N/A
3027678,2024-09-17T00:00:00Z,Texas,48,Arlington,2001 Van Buren Dr,Jones Academy,0,0,0,0,0,N/A
3027252,2024-09-17T00:00:00Z,New Mexico,35,Albuquerque,8100 Rainbow Blvd NW,Volcano Vista High School,0,0,0,0,1,N/A
3026559,2024-09-17T00:00:00Z,Missouri,29,Saint Louis (Overland),9229 Lackland Rd,Husky Academy,0,0,0,0,1,N/A
3027491,2024-09-17T00:00:00Z,Florida,12,Plant City,1202 W Grant St,Simmons Career Center,0,0,0,0,1,N/A
3027458,2024-09-17T00:00:00Z,Texas,48,El Paso,950 Bordeaux Dr,Del Valle High School,0,0,0,0,2,N/A
3026913,2024-09-17T00:00:00Z,Oregon,41,Central Point,4410 Rogue Valley Hwy,Crater High School,0,0,0,0,1,N/A
3025916,2024-09-16T00:00:00Z,Ohio,39,Columbus,John Herrick Dr and Olentangy River Rd,Ohio State University,0,1,0,0,1,N/A
3026589,2024-09-16T00:00:00Z,Michigan,26,Southfield,24675 Lahser Rd,Southfield High School for the Arts and Technology,0,0,0,0,1,N/A
3025615,2024-09-16T00:00:00Z,Virginia,51,Orange,230 Montevista Ave,Orange Elementary School,0,0,0,0,0,N/A
3027274,2024-09-16T00:00:00Z,Georgia,13,Covington,8187 Carlton Trail NW,Cousins Middle School,0,0,0,0,1,N/A
3027050,2024-09-16T00:00:00Z,Ohio,39,Cincinnati,2001 Baltimore Ave,LEAP Academy,0,0,0,0,1,N/A
3024985,2024-09-15T00:00:00Z,New York,36,Buffalo,1405 Sycamore St,Harvey Austin Elementary School,0,1,0,0,1,N/A
3022971,2024-09-13T00:00:00Z,Tennessee,47,Chattanooga,1849 Union Ave,Chattanooga Preparatory School,0,0,0,0,0,N/A
3023052,2024-09-13T00:00:00Z,Louisiana,22,New Orleans,501 City Park Ave,Delgado Community College,0,0,0,0,0,N/A
3025721,2024-09-13T00:00:00Z,California,6,Sacramento,6201 Lemon Hill Ave,Will C. Wood Middle School,0,0,0,0,1,N/A
3023962,2024-09-13T00:00:00Z,Georgia,13,Atlanta,225 Hamilton E Holmes Dr NW,Frederick Douglass High School,0,0,0,0,0,N/A
3022885,2024-09-13T00:00:00Z,Florida,12,Orlando,1000 E Kaley St,Boone High School,0,0,0,0,2,N/A
3022945,2024-09-13T00:00:00Z,Ohio,39,Marion,420 Presidential Dr,Grant Middle School,0,0,0,0,1,N/A
3022937,2024-09-13T00:00:00Z,Georgia,13,Duluth,3200 Pleasant Hill Rd,Duluth Middle School,0,0,0,0,1,N/A
3023940,2024-09-13T00:00:00Z,Georgia,13,Newnan,3220 Fischer Rd,Northgate High School,0,0,0,0,1,N/A
3023489,2024-09-13T00:00:00Z,Pennsylvania,42,Drexel Hill,601 N Lansdowne Ave,N/A,0,0,0,0,1,N/A
3022966,2024-09-12T00:00:00Z,New York,36,Rochester,164 Alexander St,Monroe High School,0,0,0,0,1,N/A
3027541,2024-09-12T00:00:00Z,South Carolina,45,Laurens,5058 US-76,Laurens District 55 High School,0,0,0,0,1,N/A
3022941,2024-09-12T00:00:00Z,Georgia,13,Atlanta,370 Old Ivy Rd NE,Sarah Smith Elementary School,0,0,0,0,0,N/A
3022896,2024-09-12T00:00:00Z,Florida,12,Tallahassee,800 Alabama St,Griffin Middle School,0,0,0,0,1,N/A
3022890,2024-09-12T00:00:00Z,Florida,12,Tampa,1701 N Blvd,Blake High School,0,0,0,0,1,N/A
3022844,2024-09-12T00:00:00Z,Missouri,29,Springfield,3850 N Farm Rd 159,Truman Elementary,0,1,0,0,0,N/A
3022737,2024-09-12T00:00:00Z,Oklahoma,40,Okay,8611 N 49th St E,Okay High School,0,0,0,0,1,N/A
3032624,2024-09-12T00:00:00Z,Illinois,17,Lombard,1014 S Main St,Glenbard East High School,0,0,0,0,0,N/A
3023512,2024-09-12T00:00:00Z,Texas,48,San Angelo,900 E 43rd St,Lake View High School,0,0,0,0,1,N/A
3021683,2024-09-11T00:00:00Z,South Carolina,45,Marion,1205 S Main St,Marion High School,0,0,0,0,1,N/A
3021508,2024-09-11T00:00:00Z,South Carolina,45,Chester,1330 J A Cochran Bypass,Chester Senior High School,0,0,0,0,1,N/A
3021579,2024-09-11T00:00:00Z,Tennessee,47,Bolivar,313 Harris St,Bolivar Central High School,0,0,0,0,1,N/A
3021873,2024-09-11T00:00:00Z,Kentucky,21,Louisville,4409 Preston Hwy,Louisville Male High School,0,0,0,0,1,N/A
3023137,2024-09-11T00:00:00Z,Georgia,13,Trion,919 Allgood St,Trion High School,0,1,0,0,0,N/A
3022412,2024-09-11T00:00:00Z,North Carolina,37,Durham,401 N Driver St,Holton Career and Resource Center,0,0,0,0,1,N/A
3023020,2024-09-11T00:00:00Z,Indiana,18,Anderson,2108 E 200 N,Highland Middle School,0,0,0,0,1,N/A
3023007,2024-09-11T00:00:00Z,South Dakota,46,Sioux Falls,201 West Ave,Axtell Park Middle School,0,0,0,0,1,N/A
3022983,2024-09-11T00:00:00Z,West Virginia,54,New Haven,135 Mill St,New Haven Elementary School,0,0,0,0,1,N/A
3021303,2024-09-11T00:00:00Z,Ohio,39,Cincinnati,8 Enfield St,Alternative School at Greenhills Community Building,0,0,0,0,1,N/A
3021397,2024-09-11T00:00:00Z,Florida,12,Altamonte Springs,991 Sand Lake Rd,Lake Brantley High School,0,0,0,0,1,N/A
3021761,2024-09-11T00:00:00Z,Washington,53,Bothell,18218 N Rd,Lynnwood High School,0,0,0,0,1,N/A
3022036,2024-09-11T00:00:00Z,Alabama,1,Pinson,6623 Roe Chandler Rd,Clay-Chalkville High School,0,0,0,0,1,N/A
3021964,2024-09-11T00:00:00Z,Florida,12,Orange Park,4035 Plantation Oaks Blvd,Oakleaf High School,0,0,0,0,1,N/A
3029212,2024-09-10T00:00:00Z,Virginia,51,Norfolk,1301 W 49th St,Webb University Center,0,0,0,0,1,N/A
3020079,2024-09-10T00:00:00Z,Virginia,51,Newport News,16th St and Garden Dr,N/A,1,0,0,0,0,N/A
3022222,2024-09-10T00:00:00Z,South Carolina,45,Aiken,961 Leadership Dr,USC Aiken,0,0,0,0,1,N/A
3020742,2024-09-10T00:00:00Z,Nebraska,31,Omaha,8204 Crown Point Ave,Northwest High School,0,1,0,0,1,N/A
3021824,2024-09-10T00:00:00Z,Tennessee,47,Memphis,3965 S Germantown Rd,Germanshire Elementary School,0,0,0,0,0,N/A
3021574,2024-09-10T00:00:00Z,Illinois,17,Lombard,1014 S Main St,Glenbard East High School,0,0,0,0,1,N/A
3020758,2024-09-09T00:00:00Z,Iowa,19,Des Moines,4419 Center St,Theodore Roosevelt High School,0,0,0,0,1,N/A
3020948,2024-09-09T00:00:00Z,Pennsylvania,42,Philadelphia,1400 block of Cecil B Moore Ave,Temple University Campus,0,1,0,0,0,N/A
3021504,2024-09-09T00:00:00Z,North Carolina,37,Raleigh,5500 Dixon Dr,Sanderson High School,0,0,0,0,1,N/A
3020472,2024-09-09T00:00:00Z,North Carolina,37,Statesville,474 N Center St,Statesville High School,0,0,0,0,1,N/A
3019803,2024-09-09T00:00:00Z,Washington,53,Vancouver,1500 SE Blairmont Dr,Mountain View High School,0,0,0,0,2,N/A
3019385,2024-09-09T00:00:00Z,North Carolina,37,Raleigh,2316 Hillsborough St,North Carolina State University,0,0,0,0,1,N/A
3019991,2024-09-09T00:00:00Z,Mississippi,28,Booneville,167 Co Rd 1040,Thrasher School,0,0,0,0,1,N/A
3018370,2024-09-07T00:00:00Z,Florida,12,Opa Locka,15600 NW 42nd Ave,Omega Activity Center,0,5,0,0,0,N/A
3020954,2024-09-07T00:00:00Z,Nebraska,31,Lincoln,1 Memorial Stadium Dr,Memorial Stadium,0,0,0,0,1,N/A
3017356,2024-09-06T00:00:00Z,Ohio,39,Cincinnati,100 Viking Way,Princeton High School,0,0,0,0,1,N/A
3017287,2024-09-06T00:00:00Z,Mississippi,28,Caledonia,9509 Wolfe Rd,Caledonia Elementary,0,0,0,0,0,N/A
3017139,2024-09-06T00:00:00Z,Maryland,24,Joppa (Joppatowne),555 Joppa Farm Rd,Joppatowne High School,1,0,0,0,1,N/A
3017742,2024-09-06T00:00:00Z,North Carolina,37,Rolesville,1099 E Young St,Rolesville High School,0,0,0,0,1,N/A
3017541,2024-09-06T00:00:00Z,Tennessee,47,Nashville,3812 Hillsboro Pike,Hillsboro High School,0,0,0,0,1,N/A
3017449,2024-09-06T00:00:00Z,West Virginia,54,Martinsburg,S Raleigh St and Berry St,"Martinsburg High School, Cobourn Field",0,3,0,0,0,N/A
3017416,2024-09-05T00:00:00Z,New Mexico,35,Albuquerque,1505 Candelaria Rd NW,Valley High School,0,0,0,0,1,N/A
3017926,2024-09-05T00:00:00Z,Georgia,13,Stockbridge,820 Moseley Dr,Woodland Middle School,0,0,0,0,1,N/A
3016736,2024-09-05T00:00:00Z,Kentucky,21,Manchester,415 Clay County High Rd,Clay County High School,0,0,0,0,1,N/A
3016333,2024-09-05T00:00:00Z,Georgia,13,Thomasville,117 Glenwood Dr,MacIntyre Park Middle School,0,0,0,0,1,N/A
3016440,2024-09-05T00:00:00Z,Louisiana,22,La Place (LaPlace),1 Wildcat Dr,East Saint John High School,0,0,0,0,1,N/A
3017187,2024-09-05T00:00:00Z,Illinois,17,Kankakee,300 N Fifth Ave,Avis Huff School / Avis Huff Student Support Services,0,0,0,0,0,N/A
3017173,2024-09-05T00:00:00Z,South Carolina,45,Union,1163 Lakeside Dr,Union County High School,0,0,0,0,1,N/A
3021212,2024-09-05T00:00:00Z,New York,36,Tonawanda,44 Westfall Ave,Alexander Hamilton Elementary School,0,0,0,0,0,N/A
3016839,2024-09-05T00:00:00Z,Washington,53,Kent,12430 SE 208th St,Kentridge High School,0,0,0,0,1,N/A
3016700,2024-09-05T00:00:00Z,Tennessee,47,Memphis,4649 Horn Lake Rd,Geeter K-8 Middle School,0,0,0,0,0,N/A
3015569,2024-09-04T00:00:00Z,New York,36,Bronx,2190 Folin St,MS 391 - Angelo Patri School,0,1,0,0,0,N/A
3016014,2024-09-04T00:00:00Z,Oklahoma,40,Sapulpa,3 S Mission St,Sapulpa High School,0,0,0,0,0,N/A
3015835,2024-09-04T00:00:00Z,Illinois,17,Elgin,1200 Maroon Dr,Elgin High School,0,0,0,0,1,N/A
3021541,2024-09-04T00:00:00Z,Wisconsin,55,La Crosse,1111 7th St S,Hamilton Elementary School,0,0,0,0,1,N/A
3016282,2024-09-04T00:00:00Z,Arizona,4,Tucson,5445 S Alvernon Way,Los Ninos Elementary School,0,0,0,0,0,N/A
3014703,2024-09-04T00:00:00Z,Georgia,13,Winder,940 Haymon Morris Rd,Apalachee High School,4,7,0,0,1,N/A
3016056,2024-09-04T00:00:00Z,Alabama,1,Cottonwood,663 Houston St,Cottonwood High School,0,0,0,0,1,N/A
3016011,2024-09-04T00:00:00Z,Oklahoma,40,Tulsa,6636 S Mingo Rd,Union High School,0,0,0,0,0,N/A
3016102,2024-09-04T00:00:00Z,Texas,48,Carthage,1110 FM 10,N/A,0,0,0,0,1,N/A
3015764,2024-09-04T00:00:00Z,Iowa,19,Davenport,3505 W Locust St,Davenport West High School,0,0,0,0,2,N/A
3015740,2024-09-04T00:00:00Z,Wisconsin,55,Chippewa Falls,750 Tropicana Blvd,Chippewa Falls Middle School,0,0,0,0,0,N/A
3019611,2024-09-03T00:00:00Z,New York,36,Frankfort,605 Palmer St,Frankfort Schuyler Elementary School,0,0,0,0,0,N/A
3015694,2024-09-03T00:00:00Z,Georgia,13,Pelham,209 Mathewson Ave,Pelham City Middle School,0,0,0,0,1,N/A
